Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1615593600000,2021-03-13,ETHUSDT,1766.13,1944.3,1727.75,1922.35,926283.22642,1718553131.9614732,1265904
1615680000000,2021-03-14,ETHUSDT,1922.35,1933.1,1836.0,1848.1,637963.63627,1200354205.603357,963564
1615766400000,2021-03-15,ETHUSDT,1848.1,1891.76,1730.0,1793.48,1025326.79658,1842608872.76306,1496415
1615852800000,2021-03-16,ETHUSDT,1793.99,1819.5,1711.68,1805.12,764993.40147,1360127229.789916,987906
1615939200000,2021-03-17,ETHUSDT,1805.01,1838.88,1741.18,1823.58,658349.44843,1177718486.9646137,872416
1616025600000,2021-03-18,ETHUSDT,1823.58,1850.0,1759.04,1776.08,603721.61056,1092346826.5536904,783517
1616112000000,2021-03-19,ETHUSDT,1775.92,1840.61,1733.47,1809.1,500258.42875,901801564.202326,703977
1616198400000,2021-03-20,ETHUSDT,1809.01,1868.83,1800.86,1806.1,451556.10639,828404987.6527742,743672
1616284800000,2021-03-21,ETHUSDT,1806.57,1817.16,1747.0,1782.98,465953.98749,830951276.5130767,748800
1616371200000,2021-03-22,ETHUSDT,1783.23,1807.51,1655.15,1680.97,582727.49081,1019780398.7821896,879976
1616457600000,2021-03-23,ETHUSDT,1681.17,1721.17,1650.0,1668.08,577213.99589,975522491.0640426,654415
1616544000000,2021-03-24,ETHUSDT,1668.2,1740.86,1536.92,1581.84,753834.52393,1251031751.1563811,994542
1616630400000,2021-03-25,ETHUSDT,1581.88,1622.0,1549.4,1585.74,701697.00258,1115502879.6291516,778215
1616716800000,2021-03-26,ETHUSDT,1585.83,1699.93,1585.79,1698.84,515470.92907,844707873.9147713,650812
1616803200000,2021-03-27,ETHUSDT,1698.84,1732.67,1666.41,1712.63,443845.49957,753555521.6446562,516929
1616889600000,2021-03-28,ETHUSDT,1712.52,1725.66,1661.4,1687.01,348895.51314,592836644.5993392,512231
1616976000000,2021-03-29,ETHUSDT,1687.16,1841.0,1677.85,1816.74,647724.46387,1148231088.811587,846836
1617062400000,2021-03-30,ETHUSDT,1816.76,1859.13,1786.3,1840.46,568842.00526,1039262033.3867556,856093
1617148800000,2021-03-31,ETHUSDT,1840.41,1947.29,1768.15,1919.37,746995.8591,1387448329.8618674,1040362
1617235200000,2021-04-01,ETHUSDT,1919.37,1984.77,1885.02,1968.05,741585.07266,1438751530.7872295,994836
1617321600000,2021-04-02,ETHUSDT,1968.05,2146.0,1948.48,2133.69,846197.93215,1719752062.5167284,1218698
1617408000000,2021-04-03,ETHUSDT,2133.69,2138.12,1996.3,2008.52,770176.32192,1601516390.5971153,1107620
1617494400000,2021-04-04,ETHUSDT,2008.59,2091.83,1975.24,2075.69,514345.76554,1050448906.4424022,818926
1617580800000,2021-04-05,ETHUSDT,2075.7,2130.64,2002.15,2107.38,684923.61494,1419084945.8137891,947978
1617667200000,2021-04-06,ETHUSDT,2107.43,2151.0,2044.65,2112.21,673386.05575,1420490813.0390558,1106761
1617753600000,2021-04-07,ETHUSDT,2112.22,2129.01,1930.01,1963.47,892984.90422,1798606574.0535572,1229155
1617840000000,2021-04-08,ETHUSDT,1963.46,2084.61,1947.35,2080.46,501355.998,1015796231.0118822,911403
1617926400000,2021-04-09,ETHUSDT,2080.39,2100.0,2047.57,2066.87,426387.4379,885134116.0229065,645172
1618012800000,2021-04-10,ETHUSDT,2067.19,2200.0,2058.0,2133.49,655458.20894,1405364881.858313,1175161
1618099200000,2021-04-11,ETHUSDT,2133.49,2165.02,2113.4,2151.36,392265.50773,839653140.9405916,830771
1618185600000,2021-04-12,ETHUSDT,2151.42,2203.46,2102.0,2137.69,579093.35694,1244982956.770031,914567
1618272000000,2021-04-13,ETHUSDT,2137.86,2318.0,2135.53,2299.19,782608.6209,1745821661.496614,1288668
1618358400000,2021-04-14,ETHUSDT,2299.19,2447.29,2281.33,2432.6,972931.60866,2294753430.6274076,1554097
1618444800000,2021-04-15,ETHUSDT,2432.59,2543.47,2400.0,2514.04,681950.96645,1680063463.6011207,1462768
1618531200000,2021-04-16,ETHUSDT,2514.04,2548.29,2300.0,2422.67,999163.75205,2418566593.0473742,1679215
1618617600000,2021-04-17,ETHUSDT,2422.38,2495.0,2310.0,2317.6,624232.25568,1504895144.9122343,1242299
1618704000000,2021-04-18,ETHUSDT,2317.65,2340.0,1946.8,2235.64,1475383.69204,3190809322.510461,2113566
1618790400000,2021-04-19,ETHUSDT,2235.65,2300.0,2080.0,2161.12,820592.26555,1800575928.1074944,1411498
1618876800000,2021-04-20,ETHUSDT,2161.12,2346.62,2055.0,2330.03,992240.809,2181209665.225936,1478664
1618963200000,2021-04-21,ETHUSDT,2330.26,2469.54,2235.16,2357.06,1177885.8617,2771995884.0361485,1905822
1619049600000,2021-04-22,ETHUSDT,2357.06,2644.47,2303.44,2397.94,2220753.09746,5508778905.781418,3110597
1619136000000,2021-04-23,ETHUSDT,2397.94,2442.89,2107.0,2367.39,2532242.44185,5719925451.745559,2790382
1619222400000,2021-04-24,ETHUSDT,2367.39,2368.74,2154.8,2213.35,997688.94623,2246912953.271781,1275474
1619308800000,2021-04-25,ETHUSDT,2214.08,2356.64,2168.0,2320.49,857517.38218,1948978895.4651551,1307545
1619395200000,2021-04-26,ETHUSDT,2320.44,2542.8,2303.64,2532.6,1076469.01367,2652330344.662024,1852607
1619481600000,2021-04-27,ETHUSDT,2532.06,2680.0,2480.29,2666.13,771728.46451,1995139023.6148367,1255607
1619568000000,2021-04-28,ETHUSDT,2666.13,2760.0,2559.44,2748.24,999383.1852,2673547154.2008715,1587100
1619654400000,2021-04-29,ETHUSDT,2748.23,2798.0,2668.0,2757.04,863890.01069,2366133509.254801,1379738
1619740800000,2021-04-30,ETHUSDT,2757.04,2798.3,2723.09,2772.42,695339.20482,1917297701.0995224,1382521
1619827200000,2021-05-01,ETHUSDT,2772.42,2954.28,2743.41,2944.77,690260.07741,1979833188.0652049,1437394
1619913600000,2021-05-02,ETHUSDT,2944.83,2985.0,2852.26,2949.56,571982.5445,1672310882.244701,1132280
1620000000000,2021-05-03,ETHUSDT,2949.33,3454.0,2949.32,3431.04,1329088.0628,4243786480.415152,2502746
1620086400000,2021-05-04,ETHUSDT,3431.04,3527.0,3160.0,3239.01,1826039.38558,6103102520.709462,3634236
1620172800000,2021-05-05,ETHUSDT,3239.01,3549.34,3200.23,3524.26,1174816.73588,3955994776.901158,2224441
1620259200000,2021-05-06,ETHUSDT,3524.33,3605.4,3376.47,3489.73,920592.57706,3213427394.777265,1703109
1620345600000,2021-05-07,ETHUSDT,3489.74,3587.0,3353.23,3479.53,760544.64781,2641740668.4696465,1382532
1620432000000,2021-05-08,ETHUSDT,3479.79,3958.33,3449.27,3910.26,1130467.54852,4170897763.922394,2146967
1620518400000,2021-05-09,ETHUSDT,3910.26,3983.65,3726.08,3923.95,1000401.0082,3885039042.663707,2289303
1620604800000,2021-05-10,ETHUSDT,3923.95,4208.0,3650.0,3945.88,1505897.92612,6079977785.4113865,3033133
1620691200000,2021-05-11,ETHUSDT,3946.63,4180.22,3771.64,4173.45,1095927.10403,4350260231.588787,2290977
1620777600000,2021-05-12,ETHUSDT,4173.46,4372.72,3701.58,3823.21,1601842.74017,6673102683.974241,3188941
1620864000000,2021-05-13,ETHUSDT,3810.15,4034.77,3500.0,3717.91,2068708.17427,7846531159.419686,3943562
1620950400000,2021-05-14,ETHUSDT,3717.92,4173.28,3691.35,4075.01,1153390.42631,4569415542.247888,2227244
1621036800000,2021-05-15,ETHUSDT,4075.02,4134.05,3632.0,3646.68,1039174.88082,4030586492.9649377,2055345
1621123200000,2021-05-16,ETHUSDT,3646.24,3879.0,3343.06,3582.1,1324065.65875,4788918304.497996,2532983
1621209600000,2021-05-17,ETHUSDT,3581.81,3587.06,3102.0,3282.51,1904012.43998,6401071580.734825,2885352
1621296000000,2021-05-18,ETHUSDT,3282.25,3565.71,3240.0,3375.07,1287110.84143,4392873871.822427,2143887
1621382400000,2021-05-19,ETHUSDT,3375.08,3441.73,1888.0,2438.92,4309836.31939,11641524166.98746,5548968
1621468800000,2021-05-20,ETHUSDT,2438.92,2990.05,2155.0,2768.62,2942777.9301,7750201898.667442,4243052
1621555200000,2021-05-21,ETHUSDT,2767.87,2938.54,2101.0,2430.98,2727031.93514,6898701128.841129,3676164
1621641600000,2021-05-22,ETHUSDT,2430.98,2485.0,2145.0,2294.87,1684318.01157,3934313840.470727,2484734
1621728000000,2021-05-23,ETHUSDT,2295.45,2381.57,1728.74,2096.39,2914548.73125,5907260139.54496,3761018
1621814400000,2021-05-24,ETHUSDT,2096.63,2675.0,2079.94,2648.43,2186632.92245,5180244966.721231,3299296
1621900800000,2021-05-25,ETHUSDT,2647.92,2750.0,2378.54,2705.11,2115349.50445,5442737549.40126,2976859
1621987200000,2021-05-26,ETHUSDT,2705.1,2910.0,2643.0,2884.94,1583799.59251,4416389128.58148,2726537
1622073600000,2021-05-27,ETHUSDT,2884.82,2889.74,2633.68,2742.23,1099029.91206,3033719144.3402123,1732113
1622160000000,2021-05-28,ETHUSDT,2742.23,2762.45,2327.38,2412.1,1554584.61362,3934662309.044423,2184249
1622246400000,2021-05-29,ETHUSDT,2412.34,2574.27,2204.1,2278.74,1379427.18851,3288804154.8318715,1887733
1622332800000,2021-05-30,ETHUSDT,2278.74,2476.42,2180.53,2385.98,1151113.19883,2726606138.6317167,1519005
1622419200000,2021-05-31,ETHUSDT,2385.82,2720.0,2271.44,2706.15,1307958.04068,3277131772.1340704,1849177
1622505600000,2021-06-01,ETHUSDT,2706.15,2740.0,2523.74,2634.57,1179577.10806,3081355010.953452,1790186
1622592000000,2021-06-02,ETHUSDT,2634.31,2802.99,2550.0,2706.22,970070.53563,2616566301.6287875,1349232
1622678400000,2021-06-03,ETHUSDT,2706.21,2891.95,2662.4,2857.25,1024290.89423,2874856613.490244,1620340
1622764800000,2021-06-04,ETHUSDT,2857.25,2860.0,2552.0,2689.51,1188314.11191,3175186750.490876,1775946
1622851200000,2021-06-05,ETHUSDT,2689.54,2816.87,2552.23,2627.73,961824.12413,2575726370.430859,1670498
1622937600000,2021-06-06,ETHUSDT,2627.63,2745.0,2614.0,2711.92,673792.69369,1814112037.5335104,1336460
1623024000000,2021-06-07,ETHUSDT,2711.92,2847.55,2570.0,2592.05,1152128.07856,3149245176.9112635,1926275
1623110400000,2021-06-08,ETHUSDT,2592.05,2620.99,2304.91,2507.23,1693747.42759,4201646662.8817344,2128256
1623196800000,2021-06-09,ETHUSDT,2507.43,2626.63,2405.28,2610.18,1276718.24011,3223323188.070379,1763686
1623283200000,2021-06-10,ETHUSDT,2610.2,2624.46,2425.11,2471.09,741237.49926,1874571746.4354448,978237
1623369600000,2021-06-11,ETHUSDT,2471.01,2497.99,2321.37,2354.01,587364.27358,1424975261.807721,885172
1623456000000,2021-06-12,ETHUSDT,2354.09,2454.53,2256.22,2370.74,767439.4984,1807036943.9986243,1127302
1623542400000,2021-06-13,ETHUSDT,2370.64,2548.41,2308.41,2509.33,715948.75986,1724097564.334307,1217504
1623628800000,2021-06-14,ETHUSDT,2509.33,2609.17,2461.0,2580.77,684183.55622,1730260219.1338103,1118498
1623715200000,2021-06-15,ETHUSDT,2580.58,2640.0,2507.7,2543.54,599826.64933,1548303436.0627651,1044834
1623801600000,2021-06-16,ETHUSDT,2543.55,2556.19,2351.18,2367.89,624741.78358,1533734359.4130068,896073
1623888000000,2021-06-17,ETHUSDT,2368.02,2460.5,2306.0,2373.28,560667.58566,1338389545.0014825,961448
1623974400000,2021-06-18,ETHUSDT,2373.28,2378.0,2139.0,2234.09,778905.20197,1758827532.8833416,1067542
1624060800000,2021-06-19,ETHUSDT,2234.09,2278.82,2161.67,2164.67,496872.24997,1104923869.4185991,763820
1624147200000,2021-06-20,ETHUSDT,2165.34,2280.01,2040.68,2243.47,743883.64741,1599009750.5269032,1035537
1624233600000,2021-06-21,ETHUSDT,2243.49,2260.16,1865.54,1885.49,1629819.66576,3252129521.677504,2014010
1624320000000,2021-06-22,ETHUSDT,1885.27,1998.0,1700.48,1879.28,1695338.08052,3158928001.131145,1856357
1624406400000,2021-06-23,ETHUSDT,1879.29,2045.0,1821.95,1968.14,918612.30494,1817518228.910071,1141790
1624492800000,2021-06-24,ETHUSDT,1967.95,2036.61,1884.79,1989.52,701231.67478,1377799766.499455,833337
1624579200000,2021-06-25,ETHUSDT,1989.53,2019.99,1791.22,1808.82,858808.54767,1612556879.1072812,1041338
1624665600000,2021-06-26,ETHUSDT,1808.97,1852.8,1717.32,1829.64,832315.14904,1478550576.564645,923226
1624752000000,2021-06-27,ETHUSDT,1829.84,1984.5,1804.26,1982.28,696055.79307,1299521992.0717993,1091206
1624838400000,2021-06-28,ETHUSDT,1982.27,2145.0,1960.52,2084.41,1044244.68308,2138998047.877628,1657087
1624924800000,2021-06-29,ETHUSDT,2084.42,2245.0,2073.57,2165.33,831257.23277,1804733069.982989,1536044
1625011200000,2021-06-30,ETHUSDT,2165.46,2287.78,2087.99,2275.68,910583.6032,1973676680.8731267,1464112
1625097600000,2021-07-01,ETHUSDT,2275.68,2275.93,2073.12,2106.41,787865.25137,1688043308.127257,1414518
1625184000000,2021-07-02,ETHUSDT,2106.41,2160.0,2018.5,2154.13,672282.37476,1397269246.2664564,862561
1625270400000,2021-07-03,ETHUSDT,2153.95,2240.0,2112.01,2226.99,569264.801,1248888441.2531536,922576
1625356800000,2021-07-04,ETHUSDT,2226.99,2389.93,2189.58,2322.69,590656.25069,1365904900.349907,1204553
1625443200000,2021-07-05,ETHUSDT,2322.69,2324.64,2157.32,2196.53,781806.31605,1753862827.3791046,1264204
1625529600000,2021-07-06,ETHUSDT,2196.85,2350.0,2193.0,2322.5,785330.17152,1803108194.4684093,1326163
1625616000000,2021-07-07,ETHUSDT,2322.51,2409.0,2291.9,2316.57,666501.35572,1570553094.637571,1113578
1625702400000,2021-07-08,ETHUSDT,2316.25,2325.6,2084.79,2116.33,880265.04124,1926184139.309848,1234614
1625788800000,2021-07-09,ETHUSDT,2116.32,2189.4,2046.51,2146.99,738611.36304,1568646237.310995,867603
1625875200000,2021-07-10,ETHUSDT,2146.99,2194.82,2074.16,2110.69,499071.85904,1058023794.511424,646476
1625961600000,2021-07-11,ETHUSDT,2110.68,2174.0,2081.02,2140.45,342294.40302,727911535.268998,479138
1626048000000,2021-07-12,ETHUSDT,2140.54,2167.83,2006.68,2031.58,540630.10742,1126108847.3713694,725803
1626134400000,2021-07-13,ETHUSDT,2031.57,2047.35,1918.0,1940.15,647388.24969,1287490852.461495,902810
1626220800000,2021-07-14,ETHUSDT,1940.44,2019.18,1865.0,1994.58,690505.60937,1342931974.3496463,936438
1626307200000,2021-07-15,ETHUSDT,1994.41,2042.88,1881.0,1919.51,645271.32563,1251834409.941772,865033
1626393600000,2021-07-16,ETHUSDT,1919.54,1965.0,1850.0,1876.26,577068.89724,1097832472.3221335,721120
1626480000000,2021-07-17,ETHUSDT,1876.47,1919.19,1844.45,1899.59,430300.51578,810628641.2579023,576008
1626566400000,2021-07-18,ETHUSDT,1899.5,1993.79,1877.1,1891.64,534837.63654,1038104997.5220176,768528
1626652800000,2021-07-19,ETHUSDT,1891.65,1919.0,1805.0,1818.73,547419.93771,1011627398.9238826,641063
1626739200000,2021-07-20,ETHUSDT,1818.73,1841.34,1706.0,1786.03,786257.272,1386498470.3401668,943640
1626825600000,2021-07-21,ETHUSDT,1786.03,2035.23,1747.55,1995.5,1115949.82033,2138345813.7854447,1304423
1626912000000,2021-07-22,ETHUSDT,1995.5,2046.0,1947.62,2024.56,768854.3659,1536669128.5204518,1074800
1626998400000,2021-07-23,ETHUSDT,2024.27,2130.9,1993.22,2124.25,708160.91322,1455496732.051654,1035643
1627084800000,2021-07-24,ETHUSDT,2124.26,2199.5,2105.58,2184.75,633075.18592,1360667031.9830072,1056670
1627171200000,2021-07-25,ETHUSDT,2184.9,2197.41,2105.93,2189.79,535630.27,1154562327.6539447,941623
1627257600000,2021-07-26,ETHUSDT,2189.82,2433.65,2171.57,2228.08,1393738.163,3222622416.2567244,2252910
1627344000000,2021-07-27,ETHUSDT,2227.81,2319.26,2150.5,2299.49,906359.23478,2025582065.4137945,1502763
1627430400000,2021-07-28,ETHUSDT,2299.47,2345.0,2243.15,2300.9,718202.57727,1649860557.2934496,1287050
1627516800000,2021-07-29,ETHUSDT,2300.9,2400.0,2266.12,2382.92,499364.83496,1157988358.946293,1036449
1627603200000,2021-07-30,ETHUSDT,2382.93,2471.7,2315.92,2461.81,762577.28797,1824191451.558631,1428312
1627689600000,2021-07-31,ETHUSDT,2461.77,2553.86,2420.68,2531.05,507601.05026,1253810139.138371,1007386
1627776000000,2021-08-01,ETHUSDT,2531.1,2697.61,2511.24,2555.69,853495.94078,2217485596.778454,1810440
1627862400000,2021-08-02,ETHUSDT,2555.5,2666.0,2507.0,2606.93,726701.84952,1887684672.4710493,1596914
1627948800000,2021-08-03,ETHUSDT,2606.92,2632.44,2442.32,2509.04,792960.84375,1986976146.0041504,1701919
1628035200000,2021-08-04,ETHUSDT,2508.51,2772.71,2457.68,2724.78,954590.7536,2498364633.894655,1839302
1628121600000,2021-08-05,ETHUSDT,2724.55,2843.98,2529.91,2826.99,1307720.20654,3553456266.7719693,2690052
1628208000000,2021-08-06,ETHUSDT,2827.01,2946.75,2720.06,2891.58,825399.48637,2334160884.125929,1873337
1628294400000,2021-08-07,ETHUSDT,2891.54,3171.0,2865.5,3160.31,1205277.10095,3673732670.3173537,2318608
1628380800000,2021-08-08,ETHUSDT,3160.48,3189.99,2949.03,3011.85,966349.70579,2979960615.1300263,1771162
1628467200000,2021-08-09,ETHUSDT,3011.84,3186.0,2893.23,3160.52,1129584.61614,3453771928.060336,2114151
1628553600000,2021-08-10,ETHUSDT,3160.51,3233.0,3051.22,3141.66,880675.74443,2763516346.6677885,1824522
1628640000000,2021-08-11,ETHUSDT,3141.14,3274.0,3120.27,3160.5,732546.60433,2351996141.7972207,1786853
1628726400000,2021-08-12,ETHUSDT,3160.4,3239.0,2979.29,3045.96,737628.45808,2283938414.771762,1587719
1628812800000,2021-08-13,ETHUSDT,3046.11,3327.83,3033.8,3322.32,579333.40323,1867199038.7077763,1311322
1628899200000,2021-08-14,ETHUSDT,3322.33,3330.98,3200.0,3263.16,486102.53787,1587713825.686179,1014420
1628985600000,2021-08-15,ETHUSDT,3263.16,3320.0,3111.13,3307.09,565579.67765,1813755247.625386,1224556
1629072000000,2021-08-16,ETHUSDT,3307.35,3335.0,3135.22,3146.53,635667.05422,2062860388.3954492,1940766
1629158400000,2021-08-17,ETHUSDT,3147.18,3290.0,2991.89,3011.72,804996.06971,2535149204.5375986,1644472
1629244800000,2021-08-18,ETHUSDT,3011.73,3125.81,2950.0,3014.55,625103.25568,1902429362.963624,1093813
1629331200000,2021-08-19,ETHUSDT,3014.18,3188.0,2958.33,3184.12,634769.92174,1931520693.610396,1297759
1629417600000,2021-08-20,ETHUSDT,3184.11,3300.0,3177.16,3284.82,558127.4554,1809283029.2179065,1137843
1629504000000,2021-08-21,ETHUSDT,3284.81,3309.16,3207.0,3223.43,421156.09084,1375973641.1631632,777622
1629590400000,2021-08-22,ETHUSDT,3223.36,3272.0,3126.42,3238.0,406479.07654,1304347038.571357,803263
1629676800000,2021-08-23,ETHUSDT,3238.0,3377.89,3230.02,3321.28,602103.44614,2000534992.1483488,1520784
1629763200000,2021-08-24,ETHUSDT,3321.28,3357.85,3147.31,3170.62,540480.07853,1758604481.599847,984324
1629849600000,2021-08-25,ETHUSDT,3170.63,3248.0,3080.0,3226.87,483697.69444,1534476278.2531996,1031704
1629936000000,2021-08-26,ETHUSDT,3226.88,3250.0,3053.3,3093.2,442298.47372,1382397989.4504704,959232
1630022400000,2021-08-27,ETHUSDT,3093.06,3280.0,3060.18,3273.45,451027.80711,1434311977.245256,802187
1630108800000,2021-08-28,ETHUSDT,3273.89,3287.0,3210.31,3244.48,262360.34921,850631439.0532795,539377
1630195200000,2021-08-29,ETHUSDT,3244.75,3285.0,3152.34,3223.47,335806.7827,1078681950.902087,661232
1630281600000,2021-08-30,ETHUSDT,3223.47,3347.95,3143.0,3229.64,625347.27541,2027490192.4973872,1228525
1630368000000,2021-08-31,ETHUSDT,3229.14,3476.0,3188.77,3429.2,863071.13092,2895209449.7077646,1772849
1630454400000,2021-09-01,ETHUSDT,3429.19,3842.0,3382.22,3826.82,845759.95868,3038498667.85424,2022132
1630540800000,2021-09-02,ETHUSDT,3826.82,3836.8,3717.04,3785.82,525165.7996,1981758437.085756,1402190
1630627200000,2021-09-03,ETHUSDT,3785.82,4027.88,3705.05,3938.11,655903.75739,2557662974.330016,1678132
1630713600000,2021-09-04,ETHUSDT,3938.11,3970.0,3832.5,3885.52,364478.1193,1422981232.233712,996623
1630800000000,2021-09-05,ETHUSDT,3885.61,3980.0,3830.0,3950.29,365759.8597,1432553302.476841,1083584
1630886400000,2021-09-06,ETHUSDT,3950.28,3970.0,3864.3,3926.77,397768.5783,1562560096.37577,865160
1630972800000,2021-09-07,ETHUSDT,3926.67,3947.15,3005.0,3434.57,1203536.00209,4298119218.282753,2359100
1631059200000,2021-09-08,ETHUSDT,3434.84,3560.0,3215.16,3499.0,780611.7657,2665272033.9801083,1783652
1631145600000,2021-09-09,ETHUSDT,3499.01,3567.06,3390.4,3424.93,628553.8831,2194182935.3386383,1147283
1631232000000,2021-09-10,ETHUSDT,3424.94,3514.11,3150.0,3208.86,633026.2659,2107283581.30531,1128069
1631318400000,2021-09-11,ETHUSDT,3208.85,3348.37,3200.0,3267.21,413524.1761,1355587141.453793,833958
1631404800000,2021-09-12,ETHUSDT,3267.1,3474.16,3231.1,3404.21,408858.9595,1379322044.6976311,1089138
1631491200000,2021-09-13,ETHUSDT,3404.3,3430.3,3108.49,3285.35,647855.7199,2103663103.067748,1363198
1631577600000,2021-09-14,ETHUSDT,3285.09,3437.05,3269.95,3434.37,373634.9026,1249733657.132103,894664
1631664000000,2021-09-15,ETHUSDT,3434.37,3616.16,3357.78,3613.55,428507.5278,1486156273.791875,977023
1631750400000,2021-09-16,ETHUSDT,3613.55,3676.28,3481.14,3567.98,467985.4919,1680487713.224465,1081868
1631836800000,2021-09-17,ETHUSDT,3567.97,3594.17,3350.07,3399.81,398888.3705,1383268101.5178862,867583
1631923200000,2021-09-18,ETHUSDT,3399.89,3541.96,3368.88,3435.64,315162.7627,1090387917.429689,692204
1632009600000,2021-09-19,ETHUSDT,3435.64,3456.53,3277.74,3328.62,312948.0013,1052980779.84908,687285
1632096000000,2021-09-20,ETHUSDT,3328.57,3347.82,2913.39,2977.28,917939.57849,2834781758.892615,1708278
1632182400000,2021-09-21,ETHUSDT,2977.32,3105.83,2652.0,2765.9,971519.88941,2827179157.4349656,1754962
1632268800000,2021-09-22,ETHUSDT,2766.72,3088.88,2737.54,3076.92,677457.64825,1993084668.614384,1200519
1632355200000,2021-09-23,ETHUSDT,3076.92,3174.5,3033.85,3152.5,459293.8858,1428616217.718121,885568
1632441600000,2021-09-24,ETHUSDT,3152.41,3158.52,2733.0,2928.53,932090.8856,2715718192.370976,1607374
1632528000000,2021-09-25,ETHUSDT,2928.22,2967.52,2801.57,2921.73,491974.0226,1428143403.478111,934301
1632614400000,2021-09-26,ETHUSDT,2921.84,3115.51,2738.17,3059.37,703594.478,2062409598.894876,1347301
1632700800000,2021-09-27,ETHUSDT,3059.36,3164.94,2922.71,2925.59,510130.7319,1564096695.372967,1043885
1632787200000,2021-09-28,ETHUSDT,2924.76,2970.82,2789.0,2804.91,511325.4643,1477983245.669702,928494
1632873600000,2021-09-29,ETHUSDT,2805.15,2950.0,2782.0,2850.45,411305.0893,1180681056.162314,748804
1632960000000,2021-09-30,ETHUSDT,2850.45,3048.42,2837.19,3000.61,506896.7612,1514341937.3071165,992243
1633046400000,2021-10-01,ETHUSDT,3000.62,3330.0,2969.07,3309.91,648714.6151,2063112280.6677911,1446386
1633132800000,2021-10-02,ETHUSDT,3309.91,3469.0,3257.0,3387.76,422551.1811,1417055615.816637,1046194
1633219200000,2021-10-03,ETHUSDT,3387.77,3488.0,3342.51,3417.73,360586.8905,1231536168.315363,816339
1633305600000,2021-10-04,ETHUSDT,3417.73,3437.19,3270.0,3386.31,485204.642,1631562261.554976,1090407
1633392000000,2021-10-05,ETHUSDT,3386.31,3545.0,3363.78,3515.27,393900.8818,1355905889.6109471,1025512
1633478400000,2021-10-06,ETHUSDT,3515.48,3632.11,3342.0,3574.89,618265.5402,2172519696.562985,1444856
1633564800000,2021-10-07,ETHUSDT,3574.88,3653.98,3470.8,3587.47,486102.3591,1736906584.27609,1252503
1633651200000,2021-10-08,ETHUSDT,3587.47,3695.0,3532.0,3563.13,403597.1437,1455713871.2882829,1084792
1633737600000,2021-10-09,ETHUSDT,3563.13,3635.0,3538.07,3574.82,361906.7514,1299757023.4991632,1175683
1633824000000,2021-10-10,ETHUSDT,3574.83,3604.0,3405.0,3414.22,580223.6302,2049128230.3442593,1765439
1633910400000,2021-10-11,ETHUSDT,3414.22,3623.8,3371.0,3542.12,493521.882,1743391083.658808,1110340
1633996800000,2021-10-12,ETHUSDT,3542.12,3547.11,3403.21,3491.46,409377.1918,1425455761.406618,925699
1634083200000,2021-10-13,ETHUSDT,3491.43,3613.0,3412.7,3607.42,393463.1222,1376610269.516408,902525
1634169600000,2021-10-14,ETHUSDT,3607.41,3824.0,3586.04,3790.82,481894.1473,1792792932.944189,1430307
1634256000000,2021-10-15,ETHUSDT,3790.82,3907.77,3734.1,3868.99,504321.732,1924965953.8584993,1399937
1634342400000,2021-10-16,ETHUSDT,3868.38,3971.0,3803.56,3829.96,373727.8549,1452752901.397648,1037769
1634428800000,2021-10-17,ETHUSDT,3829.96,3919.19,3640.0,3846.85,368898.9831,1406207658.840768,1025324
1634515200000,2021-10-18,ETHUSDT,3847.0,3893.14,3676.0,3744.96,401819.9734,1520728621.310328,994548
1634601600000,2021-10-19,ETHUSDT,3744.96,3886.89,3732.0,3877.03,341268.3723,1300066269.9331422,925015
1634688000000,2021-10-20,ETHUSDT,3876.98,4169.0,3828.05,4161.15,537383.09732,2149449047.3673105,1766454
1634774400000,2021-10-21,ETHUSDT,4161.37,4375.0,4013.13,4052.99,798566.55805,3335123440.998212,2380751
1634860800000,2021-10-22,ETHUSDT,4053.0,4167.41,3888.0,3972.2,463222.5428,1872218697.8510969,1133846
1634947200000,2021-10-23,ETHUSDT,3972.19,4172.0,3937.51,4167.12,326576.9601,1323345505.7575169,940891
1635033600000,2021-10-24,ETHUSDT,4167.13,4186.57,3961.5,4082.33,350115.8386,1421627004.334803,917969
1635120000000,2021-10-25,ETHUSDT,4082.33,4236.0,4067.71,4220.37,347438.6534,1445430078.54488,939963
1635206400000,2021-10-26,ETHUSDT,4220.36,4297.0,4090.21,4131.52,414498.1599,1739912498.469915,1285913
1635292800000,2021-10-27,ETHUSDT,4131.52,4307.0,3909.0,3922.0,704604.25,2874313313.398058,1872190
1635379200000,2021-10-28,ETHUSDT,3921.99,4295.0,3890.17,4286.02,626378.5055,2587268364.2614393,1711575
1635465600000,2021-10-29,ETHUSDT,4286.01,4460.47,4265.97,4418.89,559231.07691,2440933126.0486555,1799386
1635552000000,2021-10-30,ETHUSDT,4418.89,4434.06,4232.2,4322.68,340223.069,1469664811.9368348,1035476
1635638400000,2021-10-31,ETHUSDT,4322.68,4399.14,4164.35,4287.21,412856.2893,1764886607.687624,1303438
1635724800000,2021-11-01,ETHUSDT,4287.48,4386.58,4146.3,4319.43,417620.7073,1794319887.30236,1134036
1635811200000,2021-11-02,ETHUSDT,4319.43,4599.6,4284.43,4589.89,468184.79301,2083371519.8068273,1657233
