Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1613001600000,2021-02-11,ETHUSDT,1740.76,1819.0,1703.44,1785.62,735079.82699,1301681871.563269,935602
1613088000000,2021-02-12,ETHUSDT,1785.83,1864.88,1739.88,1840.26,909600.20653,1635426867.774093,996495
1613174400000,2021-02-13,ETHUSDT,1840.24,1871.72,1765.0,1814.96,767589.07285,1395594093.2839975,853189
1613260800000,2021-02-14,ETHUSDT,1815.25,1850.0,1784.11,1800.42,675261.77873,1230043295.034284,714827
1613347200000,2021-02-15,ETHUSDT,1800.03,1835.72,1655.67,1779.25,1053474.57879,1860338371.897408,1086589
1613433600000,2021-02-16,ETHUSDT,1779.33,1827.28,1724.0,1781.99,817493.47513,1455884891.92438,826125
1613520000000,2021-02-17,ETHUSDT,1781.99,1855.0,1733.01,1849.88,795711.63311,1437546812.9718318,862461
1613606400000,2021-02-18,ETHUSDT,1849.7,1950.5,1849.69,1939.61,937227.10191,1787383532.102376,1053661
1613692800000,2021-02-19,ETHUSDT,1938.91,1972.82,1891.0,1955.0,793404.4115,1533991632.129546,988320
1613779200000,2021-02-20,ETHUSDT,1955.46,2042.34,1803.14,1913.0,1261315.81279,2493836246.4871454,1329067
1613865600000,2021-02-21,ETHUSDT,1912.9,1976.31,1883.01,1933.53,756568.19743,1467970937.2850723,895138
1613952000000,2021-02-22,ETHUSDT,1933.54,1936.29,1551.0,1777.58,1807244.98099,3200483176.9795847,1799926
1614038400000,2021-02-23,ETHUSDT,1777.42,1782.39,1355.0,1577.89,2547837.82068,3931407907.534277,2396626
1614124800000,2021-02-24,ETHUSDT,1577.79,1712.7,1500.2,1623.39,1384388.81727,2261264845.4650745,1319936
1614211200000,2021-02-25,ETHUSDT,1623.16,1671.59,1459.16,1481.75,1032670.79409,1650582276.871864,1110019
1614297600000,2021-02-26,ETHUSDT,1482.08,1562.25,1400.0,1444.59,1355973.29378,2004016547.111193,1298739
1614384000000,2021-02-27,ETHUSDT,1444.56,1529.0,1425.0,1458.13,927423.0475,1375946816.3325431,954919
1614470400000,2021-02-28,ETHUSDT,1458.27,1468.75,1293.18,1419.18,1410207.56284,1929140046.6462588,1190546
1614556800000,2021-03-01,ETHUSDT,1418.67,1572.0,1409.91,1569.86,1094695.17839,1642627276.3105588,989006
1614643200000,2021-03-02,ETHUSDT,1570.0,1602.9,1455.52,1486.78,1061142.38743,1627312282.623529,966176
1614729600000,2021-03-03,ETHUSDT,1486.79,1656.94,1475.47,1567.69,1054846.31471,1676300215.0458324,1237215
1614816000000,2021-03-04,ETHUSDT,1567.68,1624.87,1506.36,1539.23,946365.67088,1476463517.9864872,1125118
1614902400000,2021-03-05,ETHUSDT,1539.22,1548.96,1441.66,1528.31,910786.28976,1355798089.272699,1000913
1614988800000,2021-03-06,ETHUSDT,1528.08,1671.58,1513.03,1650.35,1013300.93928,1611851701.8240166,1188531
1615075200000,2021-03-07,ETHUSDT,1650.68,1734.16,1630.35,1726.16,848470.78136,1414988218.19354,1166072
1615161600000,2021-03-08,ETHUSDT,1726.46,1843.59,1664.96,1833.18,1149711.39987,1995142128.6481345,1407402
1615248000000,2021-03-09,ETHUSDT,1833.22,1870.77,1798.2,1870.51,857229.47855,1570286249.4509006,1196670
1615334400000,2021-03-10,ETHUSDT,1870.5,1877.69,1757.0,1795.12,937230.62831,1706230875.2676637,1098051
1615420800000,2021-03-11,ETHUSDT,1795.28,1846.7,1725.0,1825.78,909011.4961,1627027458.0887964,1023958
1615507200000,2021-03-12,ETHUSDT,1825.78,1841.88,1719.72,1766.1,869564.6361,1542873062.4201016,1126153
